modelo,parametros,corrida,tokens_entrada,tokens_salida,tokens_razonamiento,latencia,salida,acierto,costo_usd,timestamp
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 0.5, ""caso"": ""CASE-01""}",3,89,5,0,0.9583,RESOURCE_EXHAUSTION,False,1.6e-05,2026-09-19T11:44:49.246109
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 0.5, ""caso"": ""CASE-02""}",3,106,5,0,0.6444,SECURITY_BREACH,True,1.9e-05,2026-09-19T11:44:49.246534
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 0.5, ""caso"": ""CASE-03""}",3,103,3,0,0.5254,NETWORK_PARTITION,True,1.7e-05,2026-09-19T11:44:49.246941
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 0.5, ""caso"": ""CASE-04""}",3,100,5,0,0.4686,RESOURCE_EXHAUSTION,True,1.8e-05,2026-09-19T11:44:49.247337
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 0.5, ""caso"": ""CASE-05""}",3,92,3,0,0.6455,DATABASE_OUTAGE,True,1.6e-05,2026-09-19T11:44:49.247748
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 0.5, ""caso"": ""CASE-06""}",3,99,5,0,0.533,SECURITY_BREACH,True,1.8e-05,2026-09-19T11:44:49.248149
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 0.5, ""caso"": ""CASE-07""}",3,95,3,0,0.4986,NETWORK_PARTITION,True,1.6e-05,2026-09-19T11:44:49.248542
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 0.5, ""caso"": ""CASE-08""}",3,106,5,0,0.4983,RESOURCE_EXHAUSTION,True,1.9e-05,2026-09-19T11:44:49.248937
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 0.5, ""caso"": ""CASE-09""}",3,98,5,0,0.5098,RESOURCE_EXHAUSTION,False,1.8e-05,2026-09-19T11:44:49.249333
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 0.5, ""caso"": ""CASE-10""}",3,98,5,0,0.4824,SECURITY_BREACH,True,1.8e-05,2026-09-19T11:44:49.249730
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 0.5, ""caso"": ""CASE-01""}",4,89,5,0,0.4754,RESOURCE_EXHAUSTION,False,1.6e-05,2026-09-19T11:44:49.250124
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 0.5, ""caso"": ""CASE-02""}",4,106,5,0,0.6042,SECURITY_BREACH,True,1.9e-05,2026-09-19T11:44:49.250520
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 0.5, ""caso"": ""CASE-03""}",4,103,3,0,0.5238,NETWORK_PARTITION,True,1.7e-05,2026-09-19T11:44:49.250917
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 0.5, ""caso"": ""CASE-04""}",4,100,5,0,0.5314,RESOURCE_EXHAUSTION,True,1.8e-05,2026-09-19T11:44:49.251310
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 0.5, ""caso"": ""CASE-05""}",4,92,3,0,0.6702,DATABASE_OUTAGE,True,1.6e-05,2026-09-19T11:44:49.251704
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 0.5, ""caso"": ""CASE-06""}",4,99,5,0,0.4899,SECURITY_BREACH,True,1.8e-05,2026-09-19T11:44:49.252098
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 0.5, ""caso"": ""CASE-07""}",4,95,3,0,0.5085,NETWORK_PARTITION,True,1.6e-05,2026-09-19T11:44:49.252491
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 0.5, ""caso"": ""CASE-08""}",4,106,5,0,0.461,RESOURCE_EXHAUSTION,True,1.9e-05,2026-09-19T11:44:49.252883
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 0.5, ""caso"": ""CASE-09""}",4,98,5,0,0.5223,RESOURCE_EXHAUSTION,False,1.8e-05,2026-09-19T11:44:49.253286
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 0.5, ""caso"": ""CASE-10""}",4,98,5,0,0.5239,SECURITY_BREACH,True,1.8e-05,2026-09-19T11:44:49.253644
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 0.5, ""caso"": ""CASE-01""}",5,89,5,0,0.4724,RESOURCE_EXHAUSTION,False,1.6e-05,2026-09-19T11:44:49.254003
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 0.5, ""caso"": ""CASE-02""}",5,106,5,0,0.5964,SECURITY_BREACH,True,1.9e-05,2026-09-19T11:44:49.254370
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 0.5, ""caso"": ""CASE-03""}",5,103,3,0,0.4776,NETWORK_PARTITION,True,1.7e-05,2026-09-19T11:44:49.254717
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 0.5, ""caso"": ""CASE-04""}",5,100,5,0,0.5774,RESOURCE_EXHAUSTION,True,1.8e-05,2026-09-19T11:44:49.255071
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 0.5, ""caso"": ""CASE-05""}",5,92,3,0,0.5967,DATABASE_OUTAGE,True,1.6e-05,2026-09-19T11:44:49.255417
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 0.5, ""caso"": ""CASE-06""}",5,99,5,0,0.56,SECURITY_BREACH,True,1.8e-05,2026-09-19T11:44:49.255762
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 0.5, ""caso"": ""CASE-07""}",5,95,3,0,0.5331,NETWORK_PARTITION,True,1.6e-05,2026-09-19T11:44:49.256108
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 0.5, ""caso"": ""CASE-08""}",5,106,5,0,0.4741,RESOURCE_EXHAUSTION,True,1.9e-05,2026-09-19T11:44:49.256455
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 0.5, ""caso"": ""CASE-09""}",5,98,5,0,0.5177,RESOURCE_EXHAUSTION,False,1.8e-05,2026-09-19T11:44:49.256800
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 0.5, ""caso"": ""CASE-10""}",5,98,5,0,0.48,SECURITY_BREACH,True,1.8e-05,2026-09-19T11:44:49.257147
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 0.9, ""caso"": ""CASE-01""}",1,89,5,0,0.5461,RESOURCE_EXHAUSTION,False,1.6e-05,2026-09-19T11:44:49.257741
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 0.9, ""caso"": ""CASE-02""}",1,106,5,0,0.6416,SECURITY_BREACH,True,1.9e-05,2026-09-19T11:44:49.258097
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 0.9, ""caso"": ""CASE-03""}",1,103,3,0,0.5129,NETWORK_PARTITION,True,1.7e-05,2026-09-19T11:44:49.258449
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 0.9, ""caso"": ""CASE-04""}",1,100,5,0,0.7683,RESOURCE_EXHAUSTION,True,1.8e-05,2026-09-19T11:44:49.258797
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 0.9, ""caso"": ""CASE-05""}",1,92,3,0,0.652,DATABASE_OUTAGE,True,1.6e-05,2026-09-19T11:44:49.259144
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 0.9, ""caso"": ""CASE-06""}",1,99,5,0,0.503,SECURITY_BREACH,True,1.8e-05,2026-09-19T11:44:49.259492
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 0.9, ""caso"": ""CASE-07""}",1,95,3,0,0.498,NETWORK_PARTITION,True,1.6e-05,2026-09-19T11:44:49.259837
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 0.9, ""caso"": ""CASE-08""}",1,106,5,0,0.4669,RESOURCE_EXHAUSTION,True,1.9e-05,2026-09-19T11:44:49.260185
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 0.9, ""caso"": ""CASE-09""}",1,98,5,0,0.4828,RESOURCE_EXHAUSTION,False,1.8e-05,2026-09-19T11:44:49.260530
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 0.9, ""caso"": ""CASE-10""}",1,98,5,0,0.4983,SECURITY_BREACH,True,1.8e-05,2026-09-19T11:44:49.260888
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 0.9, ""caso"": ""CASE-01""}",2,89,5,0,0.5503,RESOURCE_EXHAUSTION,False,1.6e-05,2026-09-19T11:44:49.261237
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 0.9, ""caso"": ""CASE-02""}",2,106,5,0,0.6138,SECURITY_BREACH,True,1.9e-05,2026-09-19T11:44:49.261581
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 0.9, ""caso"": ""CASE-03""}",2,103,3,0,0.6415,NETWORK_PARTITION,True,1.7e-05,2026-09-19T11:44:49.261924
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 0.9, ""caso"": ""CASE-04""}",2,100,5,0,0.5179,RESOURCE_EXHAUSTION,True,1.8e-05,2026-09-19T11:44:49.262268
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 0.9, ""caso"": ""CASE-05""}",2,92,3,0,0.6685,DATABASE_OUTAGE,True,1.6e-05,2026-09-19T11:44:49.262613
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 0.9, ""caso"": ""CASE-06""}",2,99,5,0,0.476,SECURITY_BREACH,True,1.8e-05,2026-09-19T11:44:49.262958
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 0.9, ""caso"": ""CASE-07""}",2,95,3,0,0.5181,NETWORK_PARTITION,True,1.6e-05,2026-09-19T11:44:49.263300
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 0.9, ""caso"": ""CASE-08""}",2,106,5,0,0.5138,RESOURCE_EXHAUSTION,True,1.9e-05,2026-09-19T11:44:49.263646
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 0.9, ""caso"": ""CASE-09""}",2,98,5,0,0.5104,RESOURCE_EXHAUSTION,False,1.8e-05,2026-09-19T11:44:49.263989
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 0.9, ""caso"": ""CASE-10""}",2,98,5,0,0.5458,SECURITY_BREACH,True,1.8e-05,2026-09-19T11:44:49.264332
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 0.9, ""caso"": ""CASE-01""}",3,89,5,0,0.492,RESOURCE_EXHAUSTION,False,1.6e-05,2026-09-19T11:44:49.264676
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 0.9, ""caso"": ""CASE-02""}",3,106,5,0,0.7113,SECURITY_BREACH,True,1.9e-05,2026-09-19T11:44:49.265025
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 0.9, ""caso"": ""CASE-03""}",3,103,3,0,0.5402,NETWORK_PARTITION,True,1.7e-05,2026-09-19T11:44:49.265368
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 0.9, ""caso"": ""CASE-04""}",3,100,5,0,0.557,RESOURCE_EXHAUSTION,True,1.8e-05,2026-09-19T11:44:49.265711
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 0.9, ""caso"": ""CASE-05""}",3,92,3,0,0.6447,DATABASE_OUTAGE,True,1.6e-05,2026-09-19T11:44:49.266055
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 0.9, ""caso"": ""CASE-06""}",3,99,5,0,0.4798,SECURITY_BREACH,True,1.8e-05,2026-09-19T11:44:49.266397
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 0.9, ""caso"": ""CASE-07""}",3,95,3,0,0.524,NETWORK_PARTITION,True,1.6e-05,2026-09-19T11:44:49.266742
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 0.9, ""caso"": ""CASE-08""}",3,106,5,0,0.5236,RESOURCE_EXHAUSTION,True,1.9e-05,2026-09-19T11:44:49.267088
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 0.9, ""caso"": ""CASE-09""}",3,98,5,0,0.6429,RESOURCE_EXHAUSTION,False,1.8e-05,2026-09-19T11:44:49.267434
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 0.9, ""caso"": ""CASE-10""}",3,98,5,0,0.5585,SECURITY_BREACH,True,1.8e-05,2026-09-19T11:44:49.267781
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 0.9, ""caso"": ""CASE-01""}",4,89,5,0,0.4763,RESOURCE_EXHAUSTION,False,1.6e-05,2026-09-19T11:44:49.268097
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 0.9, ""caso"": ""CASE-02""}",4,106,5,0,0.7074,SECURITY_BREACH,True,1.9e-05,2026-09-19T11:44:49.268413
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 0.9, ""caso"": ""CASE-03""}",4,103,3,0,0.4714,NETWORK_PARTITION,True,1.7e-05,2026-09-19T11:44:49.268729
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 0.9, ""caso"": ""CASE-04""}",4,100,5,0,0.5105,RESOURCE_EXHAUSTION,True,1.8e-05,2026-09-19T11:44:49.269043
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 0.9, ""caso"": ""CASE-05""}",4,92,3,0,0.618,DATABASE_OUTAGE,True,1.6e-05,2026-09-19T11:44:49.269359
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 0.9, ""caso"": ""CASE-06""}",4,99,5,0,0.5174,SECURITY_BREACH,True,1.8e-05,2026-09-19T11:44:49.269674
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 0.9, ""caso"": ""CASE-07""}",4,95,3,0,0.561,NETWORK_PARTITION,True,1.6e-05,2026-09-19T11:44:49.269990
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 0.9, ""caso"": ""CASE-08""}",4,106,5,0,0.4979,RESOURCE_EXHAUSTION,True,1.9e-05,2026-09-19T11:44:49.270325
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 0.9, ""caso"": ""CASE-09""}",4,98,5,0,0.4737,RESOURCE_EXHAUSTION,False,1.8e-05,2026-09-19T11:44:49.270641
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 0.9, ""caso"": ""CASE-10""}",4,98,5,0,0.4974,SECURITY_BREACH,True,1.8e-05,2026-09-19T11:44:49.271068
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 0.9, ""caso"": ""CASE-01""}",5,89,5,0,0.6745,RESOURCE_EXHAUSTION,False,1.6e-05,2026-09-19T11:44:49.271384
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 0.9, ""caso"": ""CASE-02""}",5,106,5,0,0.6323,SECURITY_BREACH,True,1.9e-05,2026-09-19T11:44:49.271707
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 0.9, ""caso"": ""CASE-03""}",5,103,3,0,0.5256,NETWORK_PARTITION,True,1.7e-05,2026-09-19T11:44:49.272049
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 0.9, ""caso"": ""CASE-04""}",5,100,5,0,0.5203,RESOURCE_EXHAUSTION,True,1.8e-05,2026-09-19T11:44:49.272357
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 0.9, ""caso"": ""CASE-05""}",5,92,3,0,0.5995,DATABASE_OUTAGE,True,1.6e-05,2026-09-19T11:44:49.272663
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 0.9, ""caso"": ""CASE-06""}",5,99,5,0,0.4991,SECURITY_BREACH,True,1.8e-05,2026-09-19T11:44:49.272970
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 0.9, ""caso"": ""CASE-07""}",5,95,3,0,0.5105,NETWORK_PARTITION,True,1.6e-05,2026-09-19T11:44:49.273279
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 0.9, ""caso"": ""CASE-08""}",5,106,5,0,0.4815,RESOURCE_EXHAUSTION,True,1.9e-05,2026-09-19T11:44:49.273588
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 0.9, ""caso"": ""CASE-09""}",5,98,5,0,0.5092,RESOURCE_EXHAUSTION,False,1.8e-05,2026-09-19T11:44:49.273895
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 0.9, ""caso"": ""CASE-10""}",5,98,5,0,0.5763,SECURITY_BREACH,True,1.8e-05,2026-09-19T11:44:49.274203
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 1.0, ""caso"": ""CASE-01""}",1,89,5,0,0.546,RESOURCE_EXHAUSTION,False,1.6e-05,2026-09-19T11:44:49.274706
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 1.0, ""caso"": ""CASE-02""}",1,106,5,0,0.6786,SECURITY_BREACH,True,1.9e-05,2026-09-19T11:44:49.275025
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 1.0, ""caso"": ""CASE-03""}",1,103,3,0,0.5275,NETWORK_PARTITION,True,1.7e-05,2026-09-19T11:44:49.275338
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 1.0, ""caso"": ""CASE-04""}",1,100,5,0,0.4927,RESOURCE_EXHAUSTION,True,1.8e-05,2026-09-19T11:44:49.275648
